what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233184820836
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233184821570
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233184825620
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233184862762
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233184888783
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233184890000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233184891665
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233184892192
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233184892996
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233184893795
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233184894996
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233184913327
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233184935987
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233184958940
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233185002471
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233185004433
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233185015177
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233185019133
activated,view,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.ResultView,1233185021038
executed,command,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.junitShortcut.rerunLast,1233185021115
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233185021132
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233185022510
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233185034793
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233185037336
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233185042112
