what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233125823263
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233125837236
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233125840053
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233125840793
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233125845690
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233125859751
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233125888618
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233125895642
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233125908062
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.generate.javadoc,1233125908212
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233125911955
started,bundle,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser,1233125916944
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233125917038
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233125951184
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233125956980
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233125958783
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233125961953
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233125962401
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233125966475
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233125967707
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.generate.javadoc,1233125967852
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233125970581
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233125970730
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233126055935
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233126058119
